descripcion,sku,imagen,latitud,longitud,lugar
"  Ir al Restaurante el Recuerdo es lo más parecido a realizar un viaje sensorial delicioso, ¡y sin moverte de Madrid! Su particular estilo lo convierte en un local único que hará que te sientas como en casa. ¡Y qué decir de su comida! Ingredientes de primera, sabores internacionales y un menú repleto de manjares, eso es lo que te espera. ¡Una experiencia diez! ¡Disfruta de tu menú para dos en Restaurante El Recuerdo, Madrid!",111119,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/603f8d74-9a35-11ec-815c-263a40b946ac",40.44739,-3.69815,Restaurante El Recuerdo
"  ¡Calma tu apetito dulce a cualquier hora en The Shake Box! En este bonito y pintoresco bar de batidos sus propuestas dulces enamoran a todos los amantes del azúcar por su variedad de ingredientes y sus deliciosos toppings... Y además, de ser súper instagrammeables, ¡están exquisitos! Si te apetece algo dulce, no te conformes con  cualquier postre y ven a The Box Shake para darte un gusto irresisitible. ¡Disfruta de tu menú batido o gofre en The Shake Box C.C Isla Azul, Madrid",115020,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c520710c-dc31-11ec-94ff-f20e517abea4",40.364386,-3.737897,The Shake Box CC Isla Azul
"  Casa Koi es mucho más que un restaurante. Es una fusión de culturas, una celebración de lo mejor de la gastronomía latina y japonesa, que se unen formando una propuesta irresistible. En pleno Barrio de Chamberí, en el corazón de Madrid, te esperan sus deliciosos platos. En esta ocasión, disfrutarás de un delicioso menú de lunes a viernes elaborado con ingredientes naturales. ¡Y cuidado! Por que basta con probar su cocina una vez, ¡para volverte adicto! ¡Disfruta de tu menú entre semana con ingredientes naturales en Casa Koi Migrante, Madrid",119784,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c5d1f70a-4014-11ed-92aa-de67990e611c.jpg",40.43186472696373,-3.700343329626544,Casa Koi
"  El principio de Viva Burger es hacer todo con mucho amor, ayudando a concienciar de que disfrutar de una comida deliciosa sin producto animal es posible. ¿Te apetece saborear un delicioso menú para compartir, con lo mejor de su gastronomía 100% animal free? No te lo pienses, elige entre sus deliciosos platos y comparte una experiencia gastronómica para dos con mucho amor. ¡Disfruta de tu menú vegano para dos en Viva Burger, Madrid!",123048,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/6efabd38-7ae1-11ed-9aa1-063fd1294877.jpg",40.412592,-3.711845,Viva Burger
"  El principio de Viva Burger es hacer todo con mucho amor, ayudando a concienciar de que disfrutar de una comida deliciosa sin producto animal es posible. ¿Te apetece saborear un delicioso menú vegano en pleno barrio de Malasaña? Ven y elige entre un wrap o ensalada con bebida y postre. ¡Disfruta de tu menú del día vegano en Viva Burger, Madrid!",122337,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a98cc31e-6caf-11ed-8c8e-fae0bfd52a0a.jpg",40.412592,-3.711845,Viva Burger
"  La gastronomía se considera un arte, y así es como la conciben en este restaurante tan especial. El Pil Pil abre sus puertas en Madrid a los amantes de la buena comida, la gastronomía mediterránea y las experiencias que le dan sabor a la vida. Degustarás un almuerzo elaborado con cariño y que recorre lo mejor de nuestra cocina con toques franceses a base de productos frescos. ¡No te pierdas esta experiencia culinaria tan especial! ¡Disfruta de tu menú en El Pil Pil, Madrid!",123941,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/4a8886e8-8ce7-11ed-ba2d-324c97a75c52.jpg",40.437344,-3.687307,El Pil Pil
"  Tras varios años de éxito en Sicilia, Ozio Gastronómico llega a la capital española para traer su pasión y visión de la gastronomía de Italia. Su principal objetivo es hacer que te dejes llevar y disfrutes a través de unos platos elaborados con materias primas autóctonas de primera calidad. Además, quieren difundir la cultura y los sabores reales de su tierra, especialmente del sur. ¿Te animas a vivir la experiencia Ozio? ¡Disfruta de tu menú Experiencia Siciliana en Ozio Gastronómico, Madrid!",120479,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/5acc4490-4ec6-11ed-9f31-4e2efd3def93.jpg",40.450838,-3.698406,Ozio Gastronómico
"  Vinopremier te propone una refrescante cata de vermuts acompañada con aperitivos para que conozcas aún más el apasionante mundo del Vermut. Hablarán sobre los orígenes de esta bebida, así como su proceso de elaboración y por supuesto, aprenderás a catar y disfrutar al máximo. No te lo piense más y comienza este viaje al mundo del vermut y disfruta de un plan diferente en Madrid, para realizar solo o con quien tú quieras. ¡Disfruta de tu plan de cata de vermut en VinoPremier",109824,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/9d9fa9c6-8345-11ec-8fb0-16d6d36aad23.jpg",40.430962,-3.671427,VinoPremier Francisco Silvela
"  Prepara tu jersey a rayas porque te vas a Italia, ¡o Italia viene a ti! La Pizzería Madrid tiene las pizzas napolitanas de masa ligera y crujiente y las pastas caseras más deliciosas. Te trasladarás directamente al país de la bota a través de sus sabores auténticos y sus riquísimas recetas, elaboradas por su chef Gastón Bianco. ¿Te vienes",97841,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/7c13c550-a428-11eb-9520-06551cb39bc6.jpg",40.42181,-3.69559,La Pizzería Madrid
"  Casa Koi es mucho más que un restaurante. Es una fusión de culturas, una celebración de lo mejor de la gastronomía latina y japonesa, que se unen formando una propuesta irresistible. En pleno Barrio de Chamberí, en el corazón de Madrid, te esperan sus deliciosos platos. En esta ocasión, disfrutarás de un delicioso tapeo latino para compartir y con dos cócteles. Pero, ¡cuidado! Por que basta con probar su cocina una vez, ¡para volverte adicto! ¡Disfruta de tu menú de tapeo latino para dos en Casa Koi Migrante",115168,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/f77243aa-e001-11ec-a842-6a98706012f1.jpg",40.43186472696373,-3.700343329626544,Casa Koi
"  Seguro que has escuchado hablar de El Castizo y del grupo Grupo Carbón Negro. Tal vez te han contado cómo de sabrosa es su comida, lo selecto de su ambiente o lo bonito que es su local. Nada mejor que descubrir este sitio top con un menú para 2 con esa persona tan especial. Buena comida y mejor compañía en una experiencia que no te puedes perder. ¡Disfruta de tu menú para 2 en El Castizo Canalejas, Madrid!",100511,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/74a9bc86-d5bf-11eb-9522-06551cb39bc6.jpg",40.417821,-3.7,El Castizo Canalejas
"  ¿Eres un japo-adicto? Si lo tuyo son los palillos tienes que conocer Sky Sushi, en pleno Paseo de Recoletos, donde podrás disfrutar de los sabores más auténticos del país del sol naciente. ¡Probarlo es un viaje de sensaciones",68347,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/4837052e-c0b6-11e8-bf01-067dfd978c4d.jpg",40.421961,-3.690111,Sky Sushi Recoletos
"  Fever te propone descubrir el esponjoso, parisino e irresistible crepe que esconde El Sitio. Elige el sabor que más te tiente y regala un capricho a tu paladar. Lo mejor para endulzar tus tardes y en pleno barrio de Moncloa. ¿Puede haber algo mejor? ¡Disfruta de tu menú de crepe y bebida en El Sitio Moncloa, Madrid!",50214,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/17a70dba-1192-11e8-994e-067dfd978c4d.jpg",40.435411,-3.717547,El Sitio Moncloa
"  Si piensas que la croqueta es una obra de arte que se merece observación y culto ¡Este es tu plan! Disfruta de una versión 4.0 de la tradicional croqueta: cocido en croqueta, cachopo en forma de croqueta y, ¡cómo no!, un postre hecho croqueta… ¿Te imaginas? Un bocado y viajarás al cielo, acompañado y escoltado por los mejores vinos y un exclusivo macerado casero. ¡Disfruta de tu menú de croquetas en Solo de Croquetas, Madrid!",82847,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/9da1509c-36f1-11ea-bf03-06551cb39bc6.jpg",40.41609,-3.699573,Solo de Croquetas
"  ¡Te proponemos un plan! ¿Qué te parece conocer un mini oasis hawaiano dentro de un mercado tradicional madrileño? Todo en Chamberí, un barrio castizo del corazón de Madrid. Poke Friendly es un restaurante healthy food con inspiración japo-hawaiano con un toque californiano. Ven y descubre sus propuestas para ti, con productos de primera calidad comprados en los mercados de toda la vida. ¡Disfruta de tu menú Estación Hawaii en Poke Friendly",115353,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c89d51a4-e318-11ec-9551-baaed66f29dc.jpg",40.434223,-3.708277,Poké Friendly Vallehermoso
"  Casa Koi es mucho más que un restaurante. Es una fusión de culturas, una celebración de lo mejor de la gastronomía latina y japonesa, que se unen formando una propuesta irresistible. En pleno Barrio de Chamberí, en el corazón de Madrid, te esperan sus deliciosos platos. En esta ocasión, disfrutarás de un delicioso tapeo a base de sabores y culturas para compartir y sorprenderte. ¡Y cuidado! Por que basta con probar su cocina una vez, ¡para volverte adicto! ¡Disfruta de tu menú tapeo para dos en Casa Koi Migrante",115171,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/311bc178-e005-11ec-a576-866be2e67239.jpg",40.43186472696373,-3.700343329626544,Casa Koi
"  Fever te propone disfrutar de una experiencia gastronómica top en The Irish Rover, un auténtico local irlandés. Acogedor, lleno de sabor y con un ambiente incomparable. Deléitate con una gran hamburguesa, una pinta de cerveza y cierra el plan con una copa. Si pruebas... ¡seguro que repites! ¡Disfruta de tu menú de hamburguesa en The Iris Rover, Madrid!",91251,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a1532106-f273-11ea-bf03-06551cb39bc6.jpg",40.454945,-3.693657,The Irish Rover
"  ¡Te proponemos un plan! ¿Qué te parece conocer un mini oasis hawaiano dentro de un mercado tradicional madrileño? Todo en Chamberí, un barrio castizo del corazón de Madrid. Poke Friendly es un restaurante healthy food con inspiración japo-hawaiano con un toque californiano. Ven y descubre sus propuestas para ti, con productos de primera calidad comprados en los mercados de toda la vida. ¡Disfruta de tu menú gourmet hawainano en Poke Friendly",115269,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a0042766-e185-11ec-b3a2-62bac4eadae6.jpg",40.434223,-3.708277,Poké Friendly Vallehermoso
"  Conocer el mundo de las ginebras nunca fue tan fácil y divertido, Vino Premier te propone una degustación de 3 mini gin tonics Premium que prometen sorprender en aromas y sabores.  ¡Salirnos de lo convencional es lo de hoy y es el momento de probar! La novedad nunca supo tan bien ¡no te quedes con las ganas de probar estos Gin Tonics",59549,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/3267888c-9e10-11e7-a5d8-067dfd978c4d.png",40.430962,-3.671427,VinoPremier Francisco Silvela
"  ¿Te apetece un plan gastronómico tan sano como delicioso? ¡Sigue leyendo! Healthy Poke es un restaurante de comida saludable que nació con la misión de demostrar que el  fast food , también podía ser  healthy food . Por eso, sus platos están preparados con los ingredientes más sanos, nutritivos y frescos... ¡y listos en un abrir y cerrar de ojos! ¡Ven a disfrutar del placer de la comida sana",107629,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/201839b2-58e0-11ec-a85e-6e0e7412ea42.jpg",40.48358,-3.39332,Healthy Poke ALCALÁ DE HENARES - Av. Juan Carlos I
"  Vinopremier te da la oportunidad de transportarte hasta México con su Cata de mezcal, tequila y tacos. Tendrás la oportunidad de degustar dos mezcales y dos tequilas que te permitirán conocer la diferencia en sus aromas, sabores y distintos métodos de elaboración. ¡Descubre estos maravillosos destilados artesanales llenos de historia y acompáñalos con una degustación de tacos! Disfruta de un plan diferente en Madrid, para realizar solo o con quien tú quieras. ¡Disfruta de tu plan de cata de mezcal y tequila en VinoPremier",109823,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/1f752fd4-8341-11ec-84e7-de72826043e6.jpg",40.430962,-3.671427,VinoPremier Francisco Silvela
"  ¡Te proponemos un plan! ¿Qué te parece conocer un mini oasis hawaiano dentro de un mercado tradicional madrileño? Todo en Chamberí, un barrio castizo del corazón de Madrid. Poke Friendly es un restaurante healthy food con inspiración japo-hawaiano con un toque californiano. Ven y descubre sus propuestas para ti, con productos de primera calidad comprados en los mercados de toda la vida. ¡Disfruta de tu menú gourmet hawainano para 2 en Poke Friendly",115268,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/69e9acdc-e185-11ec-bbb5-e29125b8ebde.jpg",40.434223,-3.708277,Poké Friendly Vallehermoso
"  Disfruta de una deliciosa degustación de tapas para compartir en tu sitio de saludable de confianza, Healthy poke. Podrás elegir entre hummus, tartar, o poke, tú decides. Aunque te garantizamos algo... ¡Elijas lo que elijas, estará terriblemente delicioso! ¡Disfruta de tu menú degustación de tapas en Healthy Poke Canalejas, Madrid!",109578,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/bb6a0b48-7ed3-11ec-bae0-a652f94c8904.jpg",40.41789,-3.703,Healthy poke Canalejas
"  Te presentamos la nueva heladería de moda en Chueca, famosa por sus bombones helados y los polos con las formas mas divertidas de todo Madrid. Un plan perfecto que siempre apetece, verano, otoño, invierno o primavera... Siempre es buen momento para un helado, ¡Ven a probarlos! ¡Disfruta de tu helado en Brando Helado en Madrid",101661,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c7671760-1489-11ec-8e5c-6291bb7254ef.jpg",40.423775,-3.699027,Brando Helado
"  Un viaje por la gastronomía mexicana sin moverte de Madrid. Esa es la propuesta de La Taquería de Birra, un lugar donde podrás saciar todas tus ganas de con algunos de los platos más emblemáticos de la cocina de México: tamales, nachos, tacos, fajitas... Una gran variedad de productos que te harán enamorarte aún más de esta gastronomía. ¡Ah! Y no te pierdas sus refrescantes margaritas. ¡Ándale",91495,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/951640c6-f1f6-11ea-bf03-06551cb39bc6.jpg",40.411571,-3.7135,La Taquería de Birra (Don Pedro)
"  ¡Acércate a VinoPremier! Te espera una degustación de los mejores vinos de Jerez y de Oporto a través de una cata formativa a cargo de uno de sus sumilleres. Aprenderás desde su historia, su forma de elaboración especial, sus diferentes tipologías, cómo se catan y ¡a disfrutarlos! Porque cuanto más se conoce un producto más se disfruta. ¡Disfruta de tu plan de cata de vinos e ibéricos en VinoPremier, en Madrid",109822,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/4320dc50-833f-11ec-9ae0-aebb96030f85.jpg",40.430962,-3.671427,VinoPremier Francisco Silvela
"  La película cuenta la historia de Mario y Luigi, dos hermanos que viajan a un mundo oculto para rescatar a la Princesa Peach, capturada por el malvado Rey Bowser. Las cosas, sin embargo, no serán sencillas. Mario y Luigi tendrán que enfrentarse a un ejército de setas animadas antes de luchar contra su oponente. Rutas de ladrillos y castillos con múltiples peligros serán algunos de los obstáculos que los hermanos tendrán que superar para conseguir su objetivo. ¡Consigue tus entradas para Super Mario Bros. en Autocine Madrid Fever!",120838,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/d40ee976-b75c-11ed-985e-ceb65ebbb4e1.jpg",40.485873,-3.6785,Autocine Madrid Fever
"entradas de Cines Yelmo con descuento!  Compra tus entradas online a menor precio y disfruta de tus películas favoritas en Cines Yelmo con descuento. _x000D_
 👉 Recibirás  un código para canjear por 1 entrada en la web y app de Cines Yelmo  por cualquier día y sesión en todos los cines indicados.  Oferta válida para sesiones hasta el 30/04/2023  _x000D_
  Tipos de Entradas de CINES YELMO  🎫 Entrada de CINES YELMO  MADRID excepto cines y salas premium.   - Válida solo en los siguientes cines : Ideal, Planetocio, Tres Aguas, Rivas Futura, Islazul, Plenilunio Tradicional y Plaza Norte II _x000D_
 🎫 Entrada de CINES YELMO  TODA LA PENÍNSULA excepto Madrid, Barcelona y salas Premium .    - Válida solo en los siguientes cines : Roquetas, Torrecárdenas, Área Sur, Plaza Mayor, Vialia Málaga, Rincón Victoria, Parc Central, Boulevard, Megapark, Los Prados, Berceo, Itaroa, Imaginalia, Vialia Albacete, Vinalopó, Campanar, Vidanova Parc, Espacio Coruña, Rosales, Vigo y As Termas _x000D_
 🎫 Entrada de CINES YELMO  PREMIUM     - Válida solo en los siguientes cines : Sala Premium Plenilunio, Alisios: Las Palmas, Artea, Vallsur, Lagoh Premium, El Faro, Bahía Sur y Vialia Vigo: Pontevedra _x000D_
 ❗  Válido de lunes a domingo dentro del periodo de vigencia. No válido para Sesiones 3D, Cine Yelmo Luxury, Sala Junior, 4DE, Macro XE o UHD. No válido para Contenidos +Que Cine y Eventos Especiales. Reservado el derecho de limitación de uso de esta entrada por aforo completo u otras condiciones especiales ajenas a la empresa  _x000D_
 🎥  Consulta aquí  cómo canjear tu entrada de Cines Yelmo   y otras cuestiones relacionadas con tu entrada 🎥 _x000D_
  Más información  ¡Fever y Cines Yelmo te proponen devorar los mejores estrenos en los horarios que quieras! Toda la cartelera a tu disposición para soñar, reír, temblar y alucinar con las mejores películas en cualquier cine Yelmo, desde Islazul hasta Ideal, pasando por Castelldefels y Comedia. Compra tus entradas de Cine Yelmo online y alimenta tus ganas de nuevas historias con los mejores estrenos de la temporada. ¡Disfruta del mejor cine con descuento en Yelmo! _x000D_
  Cines Yelmo informa de que en aquellos establecimientos que dispongan de servicio de bar, al amparo de lo previsto en la normativa autonómica que en cada caso resulte de aplicación, podrá reservarse el derecho de admisión, no permitiendo el acceso a sus instalaciones con alimentos y/o bebidas adquiridas fuera de Cines Yelmo. ",54872,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/fc61fc8c-81ae-11eb-b783-06551cb39bc6.jpg",0.0,0.0,Yelmo Cines
"  Adaptación de la serie de videojuegos de Nintendo. La película cuenta la historia de Mario y Luigi, dos hermanos que viajan a un mundo oculto para rescatar a la Princesa Peach, capturada por el malvado Rey Bowser. Las cosas, sin embargo, no serán sencillas. Mario y Luigi tendrán que enfrentarse a un ejército de setas animadas antes de luchar contra su oponente. Rutas de ladrillos y castillos con múltiples peligros serán algunos de los obstáculos que los hermanos tendrán que superar para conseguir su objetivo. ¡Compra en Fever tus entradas para Super Mario Bros. La película en Cines Yelmo! _x000D_
  Cines Yelmo informa de que en aquellos establecimientos que dispongan de servicio de bar, al amparo de lo previsto en la normativa autonómica que en cada caso resulte de aplicación, podrá reservarse el derecho de admisión, no permitiendo el acceso a sus instalaciones con alimentos y/o bebidas adquiridas fuera de Cines Yelmo  .",125663,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c1f70036-a797-11ed-9d94-3e384510111c.jpg",0.0,0.0,Yelmo Cines
"  Una exploración de las aventuras, las desgarradoras experiencias y las hazañas del legendario asesino a sueldo, John Wick. ¡Compra en Fever tus entradas para John Wick 4 en Cines Yelmo!   Cines Yelmo informa de que en aquellos establecimientos que dispongan de servicio de bar, al amparo de lo previsto en la normativa autonómica que en cada caso resulte de aplicación, podrá reservarse el derecho de admisión, no permitiendo el acceso a sus instalaciones con alimentos y/o bebidas adquiridas fuera de Cines Yelmo. ",125330,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/6af11508-a231-11ed-8621-da76e6603615.jpg",0.0,0.0,Yelmo Cines
" ¡No te pierdas esta nueva película de ciencia ficción con Adam Driver en Cines Yelmo!  _x000D_
  Tipos de Entradas de CINES YELMO. Oferta válida hasta el 30/04/2023  🎫 Entrada de  CINES YELMO MADRID  excepto cines y salas premium.  Válida solo en los siguientes cines : Ideal, Planetocio, Tres Aguas, Rivas Futura, Islazul, Plenilunio Tradicional y Plaza Norte II  🎫 Entrada de  CINES YELMO TODA LA PENÍNSULA  excepto Madrid y salas Premium.  Válida solo en los siguientes cines : Roquetas, Torrecárdenas, Área Sur, Plaza Mayor, Vialia Málaga, Rincón Victoria, Icaria, Comedia, Baricentro, Abrera, Parc Central, Boulevard, Megapark, Los Prados, Berceo, Itaroa, Imaginalia, Vialia Albacete, Vinalopó, Campanar, Vidanova Parc, Espacio Coruña, Rosales, Vigo y As Termas  🎫 Entrada de  CINES YELMO PREMIUM   Válida solo en los siguientes cines : Sant Cugat, Sala Premium Plenilunio, Castelldefels, Alisios: Las Palmas, Artea, Vallsur, Lagoh Premium, El Faro, Bahía Sur y Vialia Vigo: Pontevedra  ❗  Válido de lunes a domingo dentro del periodo de vigencia. No válido para Sesiones 3D, Cine Yelmo Luxury, Sala Junior, 4DE, Macro XE o UHD. No válido para Contenidos +Que Cine y Eventos Especiales. Reservado el derecho de limitación de uso de esta entrada por aforo completo u otras condiciones especiales ajenas a la empresa   🎥  Consulta aquí  cómo canjear tu entrada de Cines Yelmo   🎥 _x000D_
  Ficha de la película  🎥 Director: Scott Beck, Bryan Woods 🌟 Reparto: Ariana Greenblatt, Adam Driver 🎭 Género: ciencia ficción 👤 Edad: mayores de 12 años ⏳ Duración: 93 minutos   Más información  Después de un catastrófico accidente en un planeta desconocido, el piloto Mills (Adam Driver) descubre rápidamente que realmente está varado en la Tierra… hace 65 millones de años. Ahora, con solo una oportunidad de rescate, Mills y la otra única superviviente, Koa (Ariana Greenblatt), deberán abrirse camino a través del desconocido territorio plagado con peligrosas criaturas prehistóricas en una épica lucha por sobrevivir. ¡Compra en Fever tus entradas para 65 en Cines Yelmo!   Cines Yelmo informa de que en aquellos establecimientos que dispongan de servicio de bar, al amparo de lo previsto en la normativa autonómica que en cada caso resulte de aplicación, podrá reservarse el derecho de admisión, no permitiendo el acceso a sus instalaciones con alimentos y/o bebidas adquiridas fuera de Cines Yelmo. ",127676,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/f9ff6664-c98c-11ed-bda8-ca4eba931dcb.jpg",0.0,0.0,Yelmo Cines
"(dos).  ¡No te pierdas esta desternillante comedia de enredo en Cines Yelmo!  _x000D_
  Tipos de Entradas de CINES YELMO. Oferta válida hasta el 30/04/2023  🎫 Entrada de  CINES YELMO MADRID  excepto cines y salas premium.  Válida solo en los siguientes cines : Ideal, Planetocio, Tres Aguas, Rivas Futura, Islazul, Plenilunio Tradicional y Plaza Norte II  🎫 Entrada de  CINES YELMO TODA LA PENÍNSULA  excepto Madrid y salas Premium.  Válida solo en los siguientes cines : Roquetas, Torrecárdenas, Área Sur, Plaza Mayor, Vialia Málaga, Rincón Victoria, Icaria, Comedia, Baricentro, Abrera, Parc Central, Boulevard, Megapark, Los Prados, Berceo, Itaroa, Imaginalia, Vialia Albacete, Vinalopó, Campanar, Vidanova Parc, Espacio Coruña, Rosales, Vigo y As Termas  🎫 Entrada de  CINES YELMO PREMIUM   Válida solo en los siguientes cines : Sant Cugat, Sala Premium Plenilunio, Castelldefels, Alisios: Las Palmas, Artea, Vallsur, Lagoh Premium, El Faro, Bahía Sur y Vialia Vigo: Pontevedra  ❗  Válido de lunes a domingo dentro del periodo de vigencia. No válido para Sesiones 3D, Cine Yelmo Luxury, Sala Junior, 4DE, Macro XE o UHD. No válido para Contenidos +Que Cine y Eventos Especiales. Reservado el derecho de limitación de uso de esta entrada por aforo completo u otras condiciones especiales ajenas a la empresa   🎥  Consulta aquí  cómo canjear tu entrada de Cines Yelmo   🎥 _x000D_
  Ficha de la película  🎥 Director: Lucía Alemany 🌟 Reparto: Ernesto Alterio, Paco León, Celia Freijeiro 🎭 Género: comedia 👤 Edad: mayores de 12 años ⏳ Duración: 102 minutos   Más información  Toni (Paco León) y Emilio (Ernesto Alterio) reciben la misma trágica llamada: sus mujeres están en coma tras un alud en una estación de esquí. Cuando se presentan en el mostrador de admisiones del hospital de montaña hacen un sorprendente descubrimiento: sus mujeres son, en realidad, la misma persona, Laura (Celia Freijeiro). Durante años, Laura ha llevado en secreto vidas paralelas, una salvaje montaña rusa a caballo entre sus dos familias. Obligados a convivir hasta que Laura despierte y pueda ser trasladada, Emilio y Toni luchan por demostrar quién de los dos es el único y auténtico marido. ¡Compra en Fever tus entradas para Mari(dos) en Cines Yelmo!   Cines Yelmo informa de que en aquellos establecimientos que dispongan de servicio de bar, al amparo de lo previsto en la normativa autonómica que en cada caso resulte de aplicación, podrá reservarse el derecho de admisión, no permitiendo el acceso a sus instalaciones con alimentos y/o bebidas adquiridas fuera de Cines Yelmo. ",126979,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/7dd5b2a6-bdc9-11ed-b82b-964f33b9a4a3.jpg",0.0,0.0,Yelmo Cines
"am VI.  ¡No te pierdas la nueva entrega de la conocida saga de películas de terror en Cines Yelmo!  _x000D_
  Tipos de Entradas de CINES YELMO. Oferta válida hasta el 30/04/2023  🎫 Entrada de  CINES YELMO MADRID  excepto cines y salas premium.  Válida solo en los siguientes cines : Ideal, Planetocio, Tres Aguas, Rivas Futura, Islazul, Plenilunio Tradicional y Plaza Norte II  🎫 Entrada de  CINES YELMO TODA LA PENÍNSULA  excepto Madrid y salas Premium.  Válida solo en los siguientes cines : Roquetas, Torrecárdenas, Área Sur, Plaza Mayor, Vialia Málaga, Rincón Victoria, Icaria, Comedia, Baricentro, Abrera, Parc Central, Boulevard, Megapark, Los Prados, Berceo, Itaroa, Imaginalia, Vialia Albacete, Vinalopó, Campanar, Vidanova Parc, Espacio Coruña, Rosales, Vigo y As Termas  🎫 Entrada de  CINES YELMO PREMIUM   Válida solo en los siguientes cines : Sant Cugat, Sala Premium Plenilunio, Castelldefels, Alisios: Las Palmas, Artea, Vallsur, Lagoh Premium, El Faro, Bahía Sur y Vialia Vigo: Pontevedra  ❗  Válido de lunes a domingo dentro del periodo de vigencia. No válido para Sesiones 3D, Cine Yelmo Luxury, Sala Junior, 4DE, Macro XE o UHD. No válido para Contenidos +Que Cine y Eventos Especiales. Reservado el derecho de limitación de uso de esta entrada por aforo completo u otras condiciones especiales ajenas a la empresa   🎥  Consulta aquí  cómo canjear tu entrada de Cines Yelmo   🎥 _x000D_
  Ficha de la película  🎥 Director: Tyler Gillett, Matt Bettinelli-Olpin 🌟 Reparto: Courteney Cox, Jenna Ortega, Melissa Barrera 🎭 Género: terror 👤 Edad: pendiente de calificación por edades ⏳ Duración: 102 minutos   Más información  Tras los últimos asesinatos de Ghostface, los cuatro supervivientes abandonan Woodsboro para dar comienzo a un nuevo capítulo en la ciudad de Nueva York. ¡Compra en Fever tus entradas para Scream VI en Cines Yelmo!   Cines Yelmo informa de que en aquellos establecimientos que dispongan de servicio de bar, al amparo de lo previsto en la normativa autonómica que en cada caso resulte de aplicación, podrá reservarse el derecho de admisión, no permitiendo el acceso a sus instalaciones con alimentos y/o bebidas adquiridas fuera de Cines Yelmo. ",126976,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/d61fc4ea-bdc6-11ed-8440-be16daccd9d0.jpg",0.0,0.0,Yelmo Cines
"  ¡Los mejores largometrajes de autor están en Pequeño Cine Estudio! Este pequeño cine nació en 1977 en Madrid como una sala de arte y ensayo con la intención de exhibir películas en versión original subtituladas. Con el paso del tiempo se ha convertido en un espacio imprescindible para cinéfilos y amantes del séptimo arte. Además, en él no solo podrás disfrutar de clásicos, sino que también podrás ver estrenos. Consigue tus entradas para Pequeño Cine Estudio: ¡el mejor cine de autor!",95546,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e2ea9096-6603-11eb-b783-06551cb39bc6.jpg",40.432432,-3.705417,Pequeño cine estudio
